,User,Date Created,Number of Likes,Source of Tweet,Tweet
650,dontCAourAZ,2023-03-12 16:57:02+00:00,0,Twitter Web App,"@DavidSacks @BillAckman TLDR:

Systemic crises underway: (1) Startup Extinction Event, 1000s of small biz need FDIC deposits to make payroll or face layoffs; (2) Regional Banking Crisis, Fed must assure depositors banks are safe to avoid runs. Bearhug the situation, announce deposits safe, end crisis."
651,NoLore,2023-03-12 16:56:49+00:00,69,Twitter Web App,More equitable layoffs now.
652,1forthewin,2023-03-12 16:55:30+00:00,0,Twitter Web App,@sp00kycait @QuarterJade @Sydeon And 100T had many tatas and layoffs
653,Nairametrics,2023-03-12 16:55:10+00:00,2,Nairametrics,Meta planning another round of layoffs that could affect thousands - https://t.co/4nwEkzMIvN https://t.co/k5ihTR7Dal
654,tweetofdad,2023-03-12 16:54:57+00:00,0,Twitter for iPhone,"@QuirkyGrrrl @jacklockerbie @gregissnacking Elizabeth do you have a 401 K or house if the economy tanks we are all F -K . This is a ripple effect the sandwich store will lose business. , car dealers dealerships etc etc etc because peole will spend less and layoff people ."
655,lucaoviieira,2023-03-12 16:54:28+00:00,1,Twitter for iPhone,"@_LucasVicente_ Aquele banco lá vai foder mta gente, se realmente afetar algumas empresas daqui, layoff vai comer de novo"
656,journalwonderer,2023-03-12 16:54:25+00:00,0,Twitter Web App,"tp gue bener2 takut bgt gue kedampak layoff, karna entah bbrp wkt lalu tuh PM gue pernah tbtb diajak 1o1 sm HoD gue, dan keliatan nya PM gue jg panik takut gt karna dadakan dan gaada heads up. jd gue mikir apa PM gue dikasi heads up kl gue mau di cut ya 😭"
657,journalwonderer,2023-03-12 16:54:24+00:00,0,Twitter Web App,awalnya gue pikir meeting nya di cancel karna leader lama gue abis sick leave jd mungkin msh sakit kali ya. tp kok knp di cancel bkn di reschedule dan gaada notes nya apa2. gue jd takut kl ini bakal ada pengumuman layoff di departemen gue
658,IG93595376,2023-03-12 16:53:54+00:00,0,Twitter for Android,@TVMohandasPai @narendramodi @nsitharaman @DasShaktikanta @PiyushGoyal So many Layoffs in Startup and Govt is Sleeping...Not at all good for youth....
659,Excelsior_PR,2023-03-12 16:53:10+00:00,0,Twitter for iPhone,"What advice do you give to someone who already knows how to code?

Meta middle manager making $550K fears layoffs: ‘Was planning on $1M by 2026’

https://t.co/vqvf1E4iJx"
660,Yrahcazjs,2023-03-12 16:51:42+00:00,0,Twitter Web App,"SVB tumbling hit all the other big player in banking, causing them to lose money. They didn't fall to pieces a la 08 (not yet at least) but they did lose a lot of money, and this could result in rich people problems (investment losses) and poor people problems (layoffs)."
661,lulicopy,2023-03-12 16:51:12+00:00,0,Twitter for iPhone,#MeLevaATL @heroinisluke @Publivitor eu quero muito ir no show porque amo PARAMORE (a ponto de subir no palco) e sou emo raiz a muito tempo e não consegui comprar os ingressos que esgotaram além de caro (sofri layoff na empresa semana passada posso mostrar a carta de demissão) 😭 https://t.co/rkzbx8YzKV
662,lulicopy,2023-03-12 16:50:27+00:00,0,Twitter for iPhone,@alloveproject #MeLevaATL @heroinisluke @Publivitor eu quero muito ir no show porque amo PARAMORE (a ponto de subir no palco) e sou emo raiz a muito tempo e não consegui comprar os ingressos que esgotaram além de caro (sofri layoff na empresa semana passada posso mostrar a carta de demissão) 😭 https://t.co/g2UgGFVx6J
663,999rahulchauhan,2023-03-12 16:49:59+00:00,0,Twitter for Android,😬 more layoffs are coming in IT industry.
664,lulicopy,2023-03-12 16:49:33+00:00,0,Twitter for iPhone,@alloveproject #MeLevaATL @heroinisluke @Publivitor eu quero muito ir no show porque amo PARAMORE (a ponto de subir no palco) e sou emo raiz a muito tempo e não consegui comprar os ingressos que esgotaram além de caro (sofri layoff na empresa semana passada posso mostrar a carta de demissão) 😭
665,MelkeyDev,2023-03-12 16:49:27+00:00,11,Twitter Web App,"It's Sunday.
So its me going live on Twitch right now day. Bring code. Bring coffee. We talking about layoffs + state of tech
https://t.co/65tKryLvWb"
666,k6ha,2023-03-12 16:49:18+00:00,0,Twitter for iPhone,"@POTUS And end the workers will paying those taxes in layoff’s ,no raises paying more for their benefits and less growth. You do not think about the consequences of your actions. Big oil, Saudis, illegal immigration etc. #Bideninflation #BorderCrisis #letsgobrandon #Narcissist"
667,AnirudhaGohokar,2023-03-12 16:49:04+00:00,4,Twitter for Android,@striver_79 Won't be surprised if these same big techs layoff 80% of their workforce. A likely scenario considering the risk free asset returns. Long recessions is coming
668,Seminal_Church,2023-03-12 16:48:54+00:00,0,Twitter for iPhone,"@BillAckman @SVB_Financial Agree.  The odd thing is, Bill, I think the Fed wants this.  They want layoffs and for something in the system to break.  The Fed got precisely what they were looking for.  They may even want a mild contagion.  My belief is there will be no bailout or backstopping SVIB."
669,SabtuBadminton,2023-03-12 16:48:33+00:00,2,Twitter for Android,Tebak jumlah karyawan kena layoff
670,TabishSk21,2023-03-12 16:48:33+00:00,0,Twitter for Android,"#motivationalquotes
#tabishshaikh

#layoffs #layoff #jobcuts #costcutting #masslayoffs"
671,patstephens3,2023-03-12 16:48:31+00:00,0,Twitter for Android,"@Ziggy_UNITED Perhaps he isn't quite that good 🤔.  Having said that, his hold-up play and layoffs have been pretty exceptional. I guess he can't be good at everything."
672,AztecJerome,2023-03-12 16:48:25+00:00,0,Twitter for iPhone,"@MJ__Hernandez Microsoft have been out rolling layoffs of their studios for a while now like 343 studios. If gamepass doesn’t improve profits, they’ll either increase the price of game pass or get rid of it."
673,lulicopy,2023-03-12 16:48:22+00:00,0,Twitter for iPhone,#MeLevaATL @heroinisluke @Publivitor eu quero muito ir no show porque amo PARAMORE (a ponto de subir no palco) e sou emo raiz a muito tempo e não consegui comprar os ingressos que esgotaram além de caro (sofri layoff na empresa semana passada posso mostrar a carta de demissão) 😭
674,ribblefizz,2023-03-12 16:48:07+00:00,4,Twitter for Android,"@Peggy7071959 @thanh_neville I use this one as a weapon/defense against the ""everything happens for a reason"" people.

No, it's not the germination of some grand plan. A [car accident, disease, breakup, layoff] is exactly what it is - don't try to recast it into some ""you should be grateful!"" mold. 🙄"
675,lulicopy,2023-03-12 16:48:00+00:00,0,Twitter for iPhone,#MeLevaATL @heroinisluke @Publivitor eu quero muito ir no show porque amo PARAMORE (a ponto de subir no palco) e sou emo raiz a muito tempo e não consegui comprar os ingressos que esgotaram além de caro (sofri layoff na empresa semana passada posso mostrar a carta de demissão) 😭
676,lulicopy,2023-03-12 16:47:40+00:00,0,Twitter for iPhone,@alloveproject #MeLevaATL @heroinisluke @Publivitor eu quero muito ir no show porque amo PARAMORE (a ponto de subir no palco) e sou emo raiz a muito tempo e não consegui comprar os ingressos que esgotaram além de caro (sofri layoff na empresa semana passada posso mostrar a carta de demissão) 😭 https://t.co/ZUqs0mTQxz
677,shoulderdevil09,2023-03-12 16:46:55+00:00,1,Twitter for iPhone,"@SpeakerMcCarthy The government needs to STOP spending increases immediately. It aggravates #inflation &amp; does nothing productive. 

Every #federal department Besides #social security needs to reduce expenditures just like business has done including layoffs. #usa #BidenBudget"
678,iamjameelg,2023-03-12 16:46:11+00:00,0,Twitter for iPhone,@JoshuaOgundu Surprise they are helping out depositors. I thought they were rooting for destroying the labor market. This is a perfect solution to driving more layoffs.
679,kirabira,2023-03-12 16:45:46+00:00,16,Twitter for iPhone,"But I also think the ongoing “fake email job” joke is a reflexive tic acknowledging our awareness that many jobs at many companies are fake, not actually doing anything of value to the world. The massive tech layoffs are also an acknowledgment of that."
680,david_green_uk,2023-03-12 16:45:11+00:00,2,Hootsuite Inc.,"Employee engagement: What to expect after layoffs https://t.co/C0W9qfQmNW via @CultureAmp 

#EmployeeEngagement #Culture #Leadership #EmployeeExperience https://t.co/hPQKKUxo6j"
681,Kangaskon1,2023-03-12 16:44:40+00:00,0,Twitter Web App,"@KariLake Invasion, Worst Economy in History, East Palestine, 113 Billion to Ukraine,
Rent = Up
Mortgage = Up
Car Prices = Up
Lumber = Up
Energy = Up
Gas = Up
Food = Up
All Goods = Up
Inflation = Up
Wages = Down
 Layoffs = Up
Not a Good Week !!!!"
682,DavidWa40169521,2023-03-12 16:44:23+00:00,0,Twitter for Android,"Andrew Yang warns of 'mass layoffs,' calls for government intervention after Silicon Valley Bank collapse https://t.co/Cgea68war9"
683,layoffs_,2023-03-12 16:44:14+00:00,0,Twitter for iPhone,oh god
684,esjay100,2023-03-12 16:44:01+00:00,0,Twitter for Android,"@monitoringbias Because most of the depositors are businesses, not retail customers.

Failure to make these depositors whole will result in mass layoffs, business closures, etc."
685,JuanCorleonie,2023-03-12 16:44:01+00:00,0,Twitter for iPhone,"@PattyMurray @POTUS Lies. We have now had more layoffs than hires (full time). In addition we just had the 2nd largest bank failure in history. Keep up Democrats, you’re killing our country."
686,Kangaskon1,2023-03-12 16:43:42+00:00,0,Twitter Web App,"@TheDemocrats Invasion, Worst Economy in History, East Palestine, 113 Billion to Ukraine,
Rent = Up
Mortgage = Up
Car Prices = Up
Lumber = Up
Energy = Up
Gas = Up
Food = Up
All Goods = Up
Inflation = Up
Wages = Down
 Layoffs = Up
Not a Good Week !!!!"
687,FlaTesla,2023-03-12 16:43:42+00:00,0,Twitter Web App,"@TeslaAndDoge If he does, Tesla stock will plummet again b/c layoffs and bad news will dominate for 6 months."
688,Kangaskon1,2023-03-12 16:43:35+00:00,0,Twitter Web App,"@RepMaryMiller Invasion, Worst Economy in History, East Palestine, 113 Billion to Ukraine,
Rent = Up
Mortgage = Up
Car Prices = Up
Lumber = Up
Energy = Up
Gas = Up
Food = Up
All Goods = Up
Inflation = Up
Wages = Down
 Layoffs = Up
Not a Good Week !!!!"
689,RingSideZone,2023-03-12 16:42:01+00:00,0,SocialBee,Julian Rodriguez Ends Long Layoff With Win; Wants Top-10 Type Of Opponent Later This Year #boxingnews #ringside #boxing #boxer https://t.co/e26JHu364t
690,aogarza,2023-03-12 16:41:39+00:00,0,Twitter for iPhone,"What We’re Watching: Grain deal deadline, tech layoffs, interest rate ripples https://t.co/iboeZT1YQm"
691,imOmkarK,2023-03-12 16:41:34+00:00,5,Twitter for Android,"@thehawkeyex Meanwhile, Adani had prepaid loans and he is bouncing back Adani stock prices are going up and there are no layoffs in Adani case.
And here it is collapse, no @HindenburgRes
required. This raises questions on Hindenburg simply becoz it happened in backyard of Hindenburg"
692,DrShaffopolis,2023-03-12 16:41:12+00:00,0,TweetDeck,"You're ""investors"" are investing &lt; a mil at a time into a team of 10+ and the headlines numbers don't reflect the reality that the money is often being released in $200k tranches.

You call it ""failing to deposit the next tranche"" I call it ""stealth layoffs"""
693,Kangaskon1,2023-03-12 16:40:54+00:00,0,Twitter Web App,"@WhiteHouse Invasion, Worst Economy in History, East Palestine, 113 Billion to Ukraine,
Rent = Up
Mortgage = Up
Car Prices = Up
Lumber = Up
Energy = Up
Gas = Up
Food = Up
All Goods = Up
Inflation = Up
Wages = Down
 Layoffs = Up
Not a Good Week !!!!"
694,jeonghansabar,2023-03-12 16:40:28+00:00,0,Twitter for Android,"Circles itu beneran banyak kenanang deh, dari gue yg loyo sampe kena layoff dari kerjaan dulu, nangisin hidup, bisa konseran bets, hidup gue ga sesuai ekspetasi, sekarang ditambah carat land, makin jadi aja gue sedih tiap kali dengerin circle"
695,ervanps,2023-03-12 16:40:09+00:00,0,Twitter for iPhone,Incoming: Layoff PT A**ib Sekuritas 🙈
696,NydxkPols,2023-03-12 16:39:47+00:00,1,Twitter for iPhone,"@stanveuger @whstancil …like, sure, but: 
 * that’s including *all* separations — voluntary quits, involuntary, layoffs, retirements, etc.
 * those aren’t all concentrated in a single talent- and capital-dense sector
 * overall hires have been higher than overall separations every month since dec 2020"
697,Defy_Norm,2023-03-12 16:39:16+00:00,0,Twitter for iPhone,"""The tech sector has already been suffering rom layoffs, it's already under pressure, and this is really the hub of American innovation. How severe will the consequences be for that innovation?""

Treasury Secretary Janet Yellen: ""It depends"" https://t.co/SM8swRjif2"
